conceptUri,skillType,reuseLevel,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,definition,inScheme,description
http://data.europa.eu/esco/skill/1f82e3a0-12e3-4670-a6f2-56d3a6a5c101,skill/competence,sector-specific,tend cocoa cleaning machines,"take care of cocoa cleaning machines
tend cocoa cleaning machinery
mind cocoa cleaning machines
watch cocoa cleaning machines
look after cocoa cleaning machines
tending cocoa cleaning machines
tend a cocoa cleaning machine",,released,2024-02-09T17:29:12.215Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Operate a machine that removes from cocoa beans such foreign materials as stones and dirt.
http://data.europa.eu/esco/skill/1fc580ca-9adc-46af-8a88-61e871273b49,skill/competence,sector-specific,manage animal biosecurity,"use biosafety techniques when working with animals
maintain biosecurity when working with animals
use biosafety measures when working with animals
oversee biosafety measures
maintain biosecurity when working with animal
use biosafety measure when working with animal
manage animal biosafety
use biosafety technique when working with animal
perform animal biosecurity
oversee biosafety measure",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan and use appropriate biosafety measures to prevent transmission of diseases and ensure effective overall biosecurity. Maintain and follow biosecurity procedures and infection control when working with animals, including recognising potential health issues and taking appropriate action, communicating site hygiene control measures and biosecurity procedures, as well as reporting to others."
http://data.europa.eu/esco/skill/209a5498-3449-4689-8ed9-bd08cab4fd78,knowledge,cross-sector,engineering principles,"engineering fieldwork principles
engineering work principles
engineering research principles
engineering principle
engineering analysis principles
engineering application principles
engineering studies principles",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","The engineering elements like functionality, replicability, and costs in relation to the design and how they are applied in the completion of engineering projects."
http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0,skill/competence,cross-sector,interact professionally in research and professional environments,"give feedback in a professional setting
interact appropriately in research and professional spheres
receive feedback in a professional setting
interact considerately in research and professional spheres
show collegiality in research and professional environments",,released,2024-02-26T08:57:39.574Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills,
http://data.europa.eu/esco/concept-scheme/research","Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting."
http://data.europa.eu/esco/skill/20d59c4d-2cb0-4b5d-bbd1-85267f10975c,skill/competence,sector-specific,control grape quality,"control quality of grapes
grape quality maintaining
controlling quality of grapes
maintaining quality of grapes
maintain grape quality
maintaining grape quality
grape quality controlling
controlling grape quality
maintain quality of grapes",,released,2024-02-09T17:29:17.515Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Discuss the quality and quantity of the grapes with viticulturists throughout the growing season.
http://data.europa.eu/esco/skill/21c5790c-0930-4d74-b3b0-84caf5af12ea,skill/competence,cross-sector,manage budgets,"budget set costs
approximate set costs
estimate set costs
manage operation budgets
oversee operational budgets
handle operational budgets
maintain operational budgets
manage operational budget",,released,2025-08-01T12:50:56.749Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Plan, monitor, report on the budget and prepare set production budgets."
http://data.europa.eu/esco/skill/235b15d9-5ccd-4406-8993-f6dd0de2c4c9,skill/competence,sector-specific,provide advice to farmers,"provide farmers with advice
give advice to farmers
advice providing to farmers
giving farmers advice
give farmers advice
advice giving to farmers
giving advice to farmers
providing farmers with advice
providing advice to farmers",,released,2024-02-09T17:29:14.494Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Provide technical and economical advice in order to optimise the quality and production of agricultural products.
http://data.europa.eu/esco/skill/237db40b-4600-47c0-837f-4a2c4f3014ab,knowledge,cross-sector,project management principles,"principles of project management
principles of project control
scope of project control principles
range of project management principles
range of project control principles
content of project management principles
scope of project management principles
content of project control principles",,released,2024-02-09T17:29:13.7Z,"The different phases of project management include the development of the overall planning, planning of resources for projects, implementation, execution, performance control, project end and the evaluation of outcome.",,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Different elements and phases of project management.
http://data.europa.eu/esco/skill/241f559e-d255-4e93-b448-19ae20406dea,skill/competence,sector-specific,maintain farm equipment,"equipment maintaining on a farm
farm equipment maintaining
maintain equipment on farm
service farm equipment
farm equipment servicing
servicing equipment on farm
maintaining equipment on farm
equipment servicing on a farm
maintaining farm equipment
servicing farm equipment
service equipment on farm",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Use oil, grease guns, and hand tools to lubricate, adjust, and make minor repairs to farm equipment."
http://data.europa.eu/esco/skill/24783286-361a-44db-b0f1-aaabe35aef5d,skill/competence,sector-specific,manage wine production,"wine production managing
supervising production of wine
wine production supervising
managing wine production
managing production of wine
supervise wine production
supervising wine production",,released,2024-02-09T17:29:09.009Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Manage the wine production and review the production pipeline and volumes.
http://data.europa.eu/esco/skill/24ec34dc-62e9-47db-a075-f4d7f3691335,knowledge,sector-specific,young horses training,"schooling young horses
training young horses
young horse training
young horses schooling
training young horse
schooling young horse
young horse schooling
train young horses
train young horse
school young horses
school young horse",,released,2024-02-09T17:29:12.952Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills",Principles and techiques of educating young horses important simple body control exercises.
http://data.europa.eu/esco/skill/263782c1-c65d-458a-ae67-8526ccf214f5,skill/competence,sector-specific,manage agricultural staff,"recruiting agricultural staff
recruit agricultural staff
agricultural staff managing
agricultural staff recruiting
managing agricultural staff",,released,2024-02-09T17:29:10.678Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Recruit and manage staff. This includes defining the job needs of the organisation, defining the criteria and process for recruitment. Develop the competences of the staff according current and future needs of the company and individuals. Ensure health and safety of the staff, including the implementation of all relevant health and safety procedures and relatations with regular follow-up procedures."
http://data.europa.eu/esco/skill/284d8ebe-396a-4931-b044-1a30c4d1759a,skill/competence,occupation-specific,provide flock medical treatment,"administering medication to livestock
flock medication providing
provide flock with medication
providing flock medication
treat livestock with medication
treating livestock with medication
providing flock with medication
administer medication to livestock",,released,2024-02-09T17:29:11.47Z,,,"http://data.europa.eu/esco/concept-scheme/skills,
http://data.europa.eu/esco/concept-scheme/member-skills","Treat livestock medically, providing adapted medical treatment and administering medications and vaccinations when required."
